bangla_speech,regional,regional_ipa,bangla_speech_ipa
পাখিটা দেখতে সুন্দর , চিটাগাং ফাকিউয়া দেকতে সুন্দর,cɪtɐgon fɐkɪ͡u̯ʲɐ d̪ekt̪e ʃund̪ɔɾ,pakʰita d̪ekʰt̪e s̪un̪d̪ɔrɔ 
লাল রঙের শাড়িতে তোমায় ভালো মানাবে , চিটাগাং লাল রংর শাড়িত তোঁয়ারে বালো মানাবোব,cɪtɐgon lɐl ɾɔŋɾ ʃɐɽɪt̪o t̪õʷɐɾe bɐlo mɐnɐbob,l̪al̪ɔ rɔŋerɔ ɕaɽit̪e t̪omae̯ɔ b̤al̪o man̪abe 
নীল রঙ আমার অনেক পছন্দ , চিটাগাং নীল রং আঁর বউত পচন্দ,cɪtɐgon nɪl ɾɔŋ ɐ̃ɾ bɔ͡u̯t̪o pɔcɔnd̪o,n̪il̪ɔ rɔŋɔ amarɔ on̪ekɔ pɔt͡ɕʰɔn̪d̪ɔ 
আমি তোমায় ভালবাসি না, চিটাগাং আঁই তোয়াঁরে বালো ন বাসি,cɪtɐgon ɐ̃ɪ t̪oʷɐ̃ɾe bɐlo nɔ bɐʃɪ,ami t̪omae̯ɔ b̤al̪bas̪i n̪a
কেন ভালোবাসো না আমায় ? , চিটাগাং আঁরে বাল না বাসো কিল্লাই ?,cɪtɐgon ɐ̃ɾe bɐl nɐ bɐʃo kɪllɐ͡ɪ̯?,ken̪ɔ b̤al̪obas̪o n̪a amae̯ɔ ? 
আমার মধ্যে সমস্যা আছে , চিটাগাং আঁর মইদ্দে সমস্যা আচে,cɪtɐgon ɐ̃ɾ mo͡ɪ̯d̪d̪e ʃɔmoʃʃɐ ɐce,amarɔ mɔd̪̤d͡ze s̪ɔmɔs̪d͡za at͡ɕʰe 
আমার মাথা গরম থাকে , চিটাগাং আঁর মাতা গরম তাকে,cɪtɐgon ɐ̃ɾ mɐt̪ɐ gɔɾom t̪ɐke,amarɔ mat̪ʰa ɡɔrɔmɔ t̪ʰake 
আমি বদমেজাজি লোক , চিটাগাং আঁই টেরা মানুষ,cɪtɐgon ɐ̃ɪ teɾɐ mɐnuʃ,ami bɔd̪ɔmed͡ʑad͡ʑi l̪okɔ 
বেশী কথা আমার পছন্দ না , চিটাগাং বেশি হতা আত্তন পচন্দ নয়,cɪtɐgon beʃɪ hɔt̪ɐ ɐt̪t̪on pɔcɔnd̪o nɔe̯,beɕi kɔt̪ʰa amarɔ pɔt͡ɕʰɔn̪d̪ɔ n̪a 
তুমি বোকা একজন মানুষ, চিটাগাং তুঁই একযন ডিলা মানুষ,cɪtɐgon t̪ũɪ ɛkzon dɪlɐ mɐnuʃ,t̪umi boka ekɔd͡ʑɔn̪ɔ man̪uʂ
তুমি বেশী কথা বলো, চিটাগাং তুঁই বেশি হতা হ,cɪtɐgon t̪ũɪ beʃɪ hɔt̪ɐ ho,t̪umi beɕi kɔt̪ʰa bɔl̪o
তুমি অল্প কথা বলো , চিটাগাং তুঁই অল্ফ মাতো,cɪtɐgon t̪ũɪ ɔlf mɐt̪o,t̪umi ol̪pɔ kɔt̪ʰa bɔl̪o 
আমি আজ সকালে চা খাই নাই, চিটাগাং আঁই আযিয়া বেইন্না চা না হাই,cɪtɐgon ɐ̃ɪ ɐzɪʲɐ be͡ɪ̯nnɐ cɐ nɐ hɐ͡ɪ̯,ami ad͡ʑɔ s̪ɔkal̪e t͡ɕa kʰai n̪ai
আমি আজ সকালে আমার বন্ধুদের সাথে ঘুরতে গিয়েছিলাম, চিটাগাং আঁই আযিয়া বেইন্না আঁর বন্দুর লই গুইর ত গেইলাম,cɪtɐgon ɐ̃ɪ ɐzɪʲɐ be͡ɪ̯nnɐ ɐ̃ɾ bond̪uɾ lɔ͡ɪ̯ gu͡ɪ̯ɾ t̪o ge͡ɪ̯lɐm,ami ad͡ʑɔ s̪ɔkal̪e amarɔ bɔn̪d̪̤ud̪erɔ s̪at̪ʰe ̤ɡ̤urt̪e ɡie̯et͡ɕʰil̪am
আমি আজ সকালে আমার বন্ধুর সাথে ঝগড়া করেছি, চিটাগাং আঁই আযিয়া বেইন্না আঁর বন্দুর লই হইজ্জা গইরগি,cɪtɐgon ɐ̃ɪ ɐzɪʲɐ be͡ɪ̯nnɐ ɐ̃ɾ bond̪uɾ lɔ͡ɪ̯ ho͡ɪ̯zzɐ go͡ɪ̯ɾgɪ,ami ad͡ʑɔ s̪ɔkal̪e amarɔ bɔn̪d̪̤urɔ s̪at̪ʰe d͡ʑ̤ɔɡɔɽa kɔret͡ɕʰi
আমার বন্ধু আমার সব কথা খুবই মনোযোগ দিয়ে শুনে, চিটাগাং আঁর বন্দু আঁর বেজ্ঞিন হতা কুব মনোযোগ দি ফুঁনে,cɪtɐgon ɐ̃ɾ bond̪u ɐ̃ɾ beggɪn hɔt̪ɐ kubo monozog d̪ɪ fũne,amarɔ bɔn̪d̪̤u amarɔ s̪ɔbɔ kɔt̪ʰa kʰubi mɔn̪od͡zoɡɔ d̪ie̯e ɕun̪e
আমার বন্ধু হয়ত আমাকে অনেক ভালবাসে, চিটাগাং আঁর বন্দু আঁরে বউত বালবাসে ফঁল্লাই,cɪtɐgon ɐ̃ɾ bond̪u ɐ̃ɾe bɔ͡u̯t̪o bɐlbɐʃe fɔ̃llɐ͡ɪ̯,amarɔ bɔn̪d̪̤u he̯ɔt̪ɔ amake on̪ekɔ b̤al̪bas̪e
আমার একটি বিড়াল আছে, চিটাগাং আঁর উজ্ঞা বিলাই আচে,cɪtɐgon ɐ̃ɾ uggɐ bɪlɐ͡ɪ̯ ɐce,amarɔ ekti biɽal̪ɔ at͡ɕʰe
আমার বিড়ালের নাম মিনু, চিটাগাং আঁর বিলায়র নাম মিনু,cɪtɐgon ɐ̃ɾ bɪlɐʲoɾ nɐm mɪnu,amarɔ biɽal̪erɔ n̪amɔ min̪u
আমি আমার বিড়ালের সাথে খেলতে অনেক ভালবাসি, চিটাগাং আঁই আঁর বিলায়র লই খেলা হাইত বঊত বালবাসি,cɪtɐgon ɐ̃ɪ ɐ̃ɾ bɪlɐʲoɾ lɔ͡ɪ̯ xelɐ hɐ͡ɪ̯t̪o bɔ͡u̯t̪o bɐlbɐʃɪ,ami amarɔ biɽal̪erɔ s̪at̪ʰe kʰel̪t̪e on̪ekɔ b̤al̪bas̪i
"এই ১৪ টি বছরে আজও কোন কারনে উনি আমাকে ""তুই"" বলে ডাকেনি"," চিটাগাং এই ১৪ বছর লতি আইজো হনো হারনে ইবা আঁরে ""তুই"" হই ন ডাকেনে"," cɪtɐgon e͡ɪ̯ d̪ʱɔ bɔcʰoɾ lot̪ɪ ɐ͡ɪ̯zo hono hɐɾne ɪbɐ ɐ̃ɾe ""t̪u͡ɪ̯"" ho͡ɪ̯ nɔ dɐkene","ei ১৪ ti bɔt͡ɕʰɔre ad͡ʑo kon̪ɔ karn̪e un̪i amake ""t̪ui"" bɔl̪e daken̪i"
কখনো গায়ে হাত তুলে নি, চিটাগাং হনত্তে গাআত আত ন তুলে,cɪtɐgon hɔnot̪t̪e gɐ͡ɐ̯t̪o ɐt̪o nɔ t̪ule,kɔkʰɔn̪o ɡae̯e hat̪ɔ t̪ul̪e n̪i
লোক দেখানো শেষ?, চিটাগাং লোক দেহানো অয় গিয়োই নে?,cɪtɐgon lok d̪ehɐno ɔe̯ gɪʲo͡ɪ̯ ne?,l̪okɔ d̪ekʰan̪o ɕeʂɔ?
এত তাড়াতাড়ি শেষ, চিটাগাং এতো জলদি শেষ অই গিয়োয়?,cɪtɐgon et̪o ɟɔld̪ɪ ʃeʃ ɔ͡ɪ̯ gɪʲoe̯?,et̪ɔ t̪aɽat̪aɽi ɕeʂ
বুঝতেছিনা কি করবো আমি, চিটাগাং নো বুঝির কি গইজ্জুম,cɪtɐgon no buzʱɪɾ kɪ gɔ͡ɪ̯zzum,bud͡ʑ̤t̪et͡ɕʰin̪a ki kɔrɔbo ami
আমার দুই বিয়ে হয়েছে, চিটাগাং আর দুইয়ান বিয়া অইয়ে,cɪtɐgon ɐɾ d̪u͡ɪ̯ʲɐn bɪʲɐ ɔ͡ɪ̯ʲe,amarɔ d̪ui bie̯e he̯et͡ɕʰe
আমি একজন মেয়ে মানুষ, চিটাগাং আই এইজ্ঞো বেডি মানুষ,cʰɪtɐgon ɐ͡ɪ̯ e͡ɪ̯ggo bedɪ mɐnuʃ,ami ekɔd͡ʑɔn̪ɔ mee̯e man̪uʂ
"আমার দ্বিতীয় বিয়ে নিয়ে আমার নিজের কাকারা, মামারা খোঁচা মেরে কথা বলে", চিটাগাং আর মামারা আর কাকারা দ্বিতীয় বিয়া লই গুতা মারি খতা কো,cɪtɐgon ɐɾ mɐmɐɾɐ ɐɾ kɐkɐɾɐ d̪ɪt̪ɪʲo bɪʲɐ lɔ͡ɪ̯ gut̪ɐ mɐɾɪ xɔt̪ɐ ko,"amarɔ d̪bit̪ie̯ɔ bie̯e n̪ie̯e amarɔ n̪id͡ʑerɔ kakara, mamara kʰoঁt͡ɕa mere kɔt̪ʰa bɔl̪e"
কিন্তু আজ পর্যন্ত আমার স্বামী আমাকে খোঁচা মেরে কথা বলেনি, চিটাগাং মাগার আর জামাই আইজো পর্যন্ত খোচা নো মারে,cɪtɐgon mɐgɐɾ ɐɾ ɟɐmɐ͡ɪ̯ ɐ͡ɪ̯ɟo poɾɟont̪o kʰocɐ no mɐɾe,kin̪t̪u ad͡ʑɔ pɔrd͡zɔn̪t̪ɔ amarɔ s̪bami amake kʰoঁt͡ɕa mere kɔt̪ʰa bɔl̪en̪i
ভাবছি আপন লোক কি এমনই হয়?, চিটাগাং ভাবির দ্দে আফন লোক এরিম্মা ওদে নে?,cɪtɐgon vɐbɪɾ d̪d̪e ɐfon lok eɾɪmmɐ od̪e ne?,b̤abt͡ɕʰi apɔn̪ɔ l̪okɔ ki emn̪i he̯ɔ?
আমার আপন লোক গুলোই এমন, চিটাগাং আর আফন লোক ইন এরিম্মা,cɪtɐgon ɐɾ ɐpʰon lok ɪn eɾɪmmɐ,amarɔ apɔn̪ɔ l̪okɔ ɡul̪oi emɔn̪ɔ
আমার আর বাঁচতে ইচ্ছে করেনা জানেন, চিটাগাং তুই জানো নে আত্তুন আর বাচিবার ইচ্ছে নো গরে,cɪtɐgon t̪u͡ɪ̯ zɐno ne ɐt̪t̪un ɐɾ bɐcɪbɐɾ ɪccʰe no goɾe,amarɔ arɔ bɔ̃t͡ɕɔt̪e it͡ɕt͡ɕʰe kɔren̪a d͡ʑan̪en̪
আমার প্রথম বিয়ে আমাকে জোর করে দেয়, চিটাগাং আমার ফইলদ্দা বিয়া জোর গরি দিয়ে,cɪtɐgon ɐmɐɾ fɔ͡ɪ̯ld̪d̪ɐ bɪʲɐ zoɾ goɾɪ d̪ɪʲe,amarɔ prɔt̪ʰɔmɔ bie̯e amake d͡ʑorɔ kɔre d̪ee̯
সেখানে ছেলে অনেক কিপটা ছিলো আমি দুইবেলা ভাত খেতে পারতাম না, চিটাগাং ওইন্দির ফুয়া ইবা বেশি কিপটা আছিল দে আই দুবেলা ভাত খাইতো নো ফাইত্তাম,cɪtɐgon o͡ɪ̯nd̪ɪɾ fuʲɐ ɪbɐ beʃɪ kɪptɐ ɐcʰɪlo d̪e ɐ͡ɪ̯ d̪ubelɐ vɐt̪ xɐ͡ɪ̯t̪o no fɐ͡ɪ̯t̪t̪,s̪ekʰan̪e t͡ɕʰel̪e on̪ekɔ kipta t͡ɕʰil̪o ami d̪uibel̪a b̤at̪ɔ kʰet̪e part̪amɔ n̪a
দ্বিতীয় বিয়েতে আমি কল্পনার চেয়েও বেশি সুখী, চিটাগাং দ্বিতীয় বিয়াত ইবাই আই কল্পনার তুন বেশি সুখি,cɪt̪ɪʲo bɪʲɐt̪ ɪbɐ͡ɪ̯ ɐ͡ɪ̯ kɔlponɐɾ t̪un beʃɪ ʃuxɪ,d̪bit̪ie̯ɔ bie̯et̪e ami kɔl̪pɔn̪arɔ t͡ɕee̯eo beɕi s̪ukʰi
এইগুলো দেখেও সবাই না দেখার ভান করে, চিটাগাং বেজ্ঞুনে ইন দেহিয়েরেও নো দেখিবার ভান গরে,cɪtɐgon beggune ɪn d̪ehɪʲeɾe͡o̯ no d̪exɪbɐɾ vɐn goɾe,eiɡul̪o d̪ekʰeo s̪ɔbai n̪a d̪ekʰarɔ b̤an̪ɔ kɔre
খোঁচা মারার মতো কথা আছেই যে আমার দুই বিয়ে, চিটাগাং খোচা মারিবার মতো হতা আছে দে আর দুই বিয়া,cɪtɐgon xocɐ mɐɾɪbɐɾ mɔt̪o hɔt̪ɐ ɐcʰe d̪e ɐɾ d̪u͡ɪ̯ bɪʲɐ,kʰoঁt͡ɕa mararɔ mɔt̪o kɔt̪ʰa at͡ɕʰei d͡ze amarɔ d̪ui bie̯e
আমার সুখ দেখে আবার তাদের সহ্য হয়না, চিটাগাং আর সুখ দেহিয়েরে আবার ইতারোর সহ্য নো অয়,cɪtɐgon ɐɾ ʃux d̪ehɪʲeɾe ɐbɐɾ ɪt̪ɐɾoɾ ʃoɟɟʱo no ɔe̯,amarɔ s̪ukʰɔ d̪ekʰe abarɔ t̪ad̪erɔ s̪ɔhd͡zɔ he̯ɔn̪a
বিয়ে করার পাঁচ বছর পর এখন আমি স্মার্ট হইসি, চিটাগাং বিয়া গরিবার পাঁচ বছর ফর আই স্মার্ট অয়ই,cɪtɐgon bɪʲɐ goɾɪbɐɾ pɐ̃c bɔcʰoɾ fɔɾ ɐ͡ɪ̯ sɐɾt ɔʲɪ,bie̯e kɔrarɔ pɔ̃t͡ɕɔ bɔt͡ɕʰɔrɔ pɔrɔ ekʰɔn̪ɔ ami s̪martɔ his̪i
প্রথম প্রথম বউ এর অনেক প্রশ্নের সঠিক উত্তর দিয়ে বিপদে পড়তাম, চিটাগাং ফ্রতম ফ্রতম বউ ওর বউত ফ্রশ্নের টিক উত্তর দিয়েরে বিফদত ফইত্তাম,chɪtɐgon fɾot̪ɔmo fɾot̪ɔmo bɔ͡u̯ oɾ bɔ͡u̯t̪o fɾosneɾ tɪk ut̪t̪oɾ d̪ɪʲeɾe bɪfɔd̪ɔt̪o fo͡ɪ̯t̪t,prɔt̪ʰɔmɔ prɔt̪ʰɔmɔ bu erɔ on̪ekɔ prɔɕn̪erɔ s̪ɔtʰikɔ ut̪t̪ɔrɔ d̪ie̯e bipd̪e pɔɽɔt̪am
বিশাল ক্যাচাল লেগে যেতো, চিটাগাং বউত বউ কইজ্জা লাগি যাইতো,cɪtɐgon bɔ͡u̯t̪o bɔ͡u̯ ko͡ɪ̯zzɐ lɐgɪ zɐ͡ɪ̯t̪o,biɕal̪ɔ kd͡zat͡ɕal̪ɔ l̪eɡe d͡zet̪o
এরপর ঠিক করলাম তেল মারা উত্তর দিবো, চিটাগাং ফরদি টিক গইজ্জি দে তেল মারা উত্তর দিয়ুম,cɪtɐgon fɔɾd̪ɪ tɪk gɔ͡ɪ̯zzɪ d̪e t̪el mɐɾɐ ut̪t̪oɾ d̪ɪʲum,erɔpɔrɔ tʰikɔ kɔrɔl̪amɔ t̪el̪ɔ mara ut̪t̪ɔrɔ d̪ibo
এতে ও লাভ হলো না, চিটাগাং ইবাতো লাভ নো অয়,cɪtɐgon ɪbɐt̪o lɐv no ɔe̯,et̪e o l̪ab̤ɔ hɔl̪o n̪a
ক্যাচাল থামলো না, চিটাগাং কইজ্জা নো তামে,chɪtɐgon ko͡ɪ̯ɟɟɐ no t̪ɐme,kd͡zat͡ɕal̪ɔ t̪ʰaml̪o n̪a
হালকা পাতলা লাভ হচ্ছে, চিটাগাং এক্কানা এক্কাণা লাভ অর,cɪtɐgon ɛkkɐnɐ ɛkkɐnɐ lɐv ɔɾ,hal̪ka pat̪l̪a l̪ab̤ɔ hɔt͡ɕt͡ɕʰe
"বউ খাবার সময় বেশ হাসি মুখে বল্লো, রান্না কেমন হয়েছে?"," চিটাগাং বউ খাইবার সমত হাসি কুশি মুখত কইয়ে, রান্না কেন অইয়ে","cɪtɐgon bɔ͡u̯ xɐ͡ɪ̯bɐɾ ʃɔmɔt̪ hɐʃɪ kuʃɪ muxt̪o ko͡ɪ̯ʲe, ɾɐnnɐ keno ɔ͡ɪ̯ʲe","bu kʰabarɔ s̪ɔme̯ɔ beɕɔ has̪i mukʰe bɔl̪l̪o, ran̪n̪a kemɔn̪ɔ he̯et͡ɕʰe?"
খাবারে আরেকটু রসুন দিলে বেশী মজা হতো, চিটাগাং খাবারত আরেক্কানা রসুন দিলি বেশি মজা অইতো,cɪtɐgon xɐbɐɾɔt̪o ɐɾekkɐnɐ ɾoʃun d̪ɪlɪ beʃɪ mɔzɐ ɔ͡ɪ̯t̪o,kʰabare arektu rɔs̪un̪ɔ d̪il̪e beɕi mɔd͡ʑa hɔt̪o
খাবারে লবণ একটু কম হয়েছে, চিটাগাং খাাবারত লবন এক্কানা খম অইয়ে,cɪtɐgon xɐɐbɐɾɔt̪o lɔbon ɛkkɐnɐ xɔm ɔ͡ɪ̯ʲe,kʰabare l̪ɔbɔnɔ ektu kɔmɔ he̯et͡ɕʰe
তোমার খাওয়া লাগবে না, চিটাগাং তুয়ার খানা নো লাগিবো,cɪtɐgon t̪uʲɐɾ kʰɐnɐ no lɐgɪbo,t̪omarɔ kʰaoe̯a l̪aɡbe n̪a
আমি তো আসলে কিছুই পারি না, চিটাগাং আই তো আসলে কিছু নো ফারি,cɪtɐgon ɐ͡ɪ̯ t̪o ɐʃole kɪcʰu no fɐɾɪ,ami t̪o as̪l̪e kit͡ɕʰui pari n̪a
বউ এর চোখ ছলছল, চিটাগাং বউওর চোখ ইবা ছল ছল গরের,cɪtɐgon bɔ͡u̯oɾ cox ɪbɐ cʰɔl cʰɔl gɔɾeɾ,bu erɔ t͡ɕokʰɔ t͡ɕʰɔl̪ɔt͡ɕʰɔl̪ɔ
তুমি আমাকে আর কত অবাক করবা, চিটাগাং তুই আরে আর কত অবাক গরিবা,cɪtɐgon t̪u͡ɪ̯ ɐɾe ɐɾ kɔt̪o ɔbɐk goɾɪbɐ,t̪umi amake arɔ kɔt̪ɔ obakɔ kɔrɔba
এক চামচ খেয়েই এতো কথা বলে দিলা, চিটাগাং এক চামচ খাইয়েরে এতো হতা খই দিয়ো দে,cɪtɐgon ɛk cɐmoc xɐ͡ɪ̯ʲeɾe et̪o hɔt̪ɐ xo͡ɪ̯ d̪ɪʲo d̪e,ekɔ t͡ɕamɔt͡ɕɔ kʰee̯ei et̪o kɔt̪ʰa bɔl̪e d̪il̪a
চাপাবাজি টা একটু কমাও, চিটাগাং চাপাবাজি ইবা এক্কানা খমাও,cɪtɐgon cɐpɐbɐzɪ ɪbɐ ɛkkɐnɐ xɔmɐ͡o̯,t͡ɕapabad͡ʑi ta ektu kɔmao
আমি তো ভাবলাম শাশুড়ি আম্মা আমার জন্য রান্না করে পাঠিয়েছেন, চিটাগাং আই তো ভাইব্বি দে শাশুড়ি আম্মা আর লাই রাধিয়েরে ফাটাইয়ে,cɪtɐgon ɐ͡ɪ̯ t̪o vɐ͡ɪ̯bbɪ d̪e ʃɐʃuɽɪ ɐmmɐ ɐɾ lɐ͡ɪ̯ ɾɐd̪ʱɪʲeɾe fɐtɐ͡ɪ̯ʲe,ami t̪o b̤abl̪amɔ ɕaɕuɽi amma amarɔ d͡ʑɔn̪d͡zɔ ran̪n̪a kɔre patʰie̯et͡ɕʰen̪
তোমার রান্না তো পুরা আম্মার মতো, চিটাগাং তুয়ার রাঁদা তো ফুরা আম্মার নান ,cɪtɐgon t̪uʲɐɾ ɾɐ̃d̪ɐ t̪o pʰuɾɐ ɐmmɐɾ nɐn ,t̪omarɔ ran̪n̪a t̪o pura ammarɔ mɔt̪o
"আরেক টু খাও, এক চামুচ দেই?"," চিটাগাং আরেক্কানা খো, আরেক চামুচ দিয়ুম নে?","cɪtɐgon ɐɾekkɐnɐ xo, ɐɾek cɐmuc d̪ɪʲum ne?","arekɔ tu kʰao, ekɔ t͡ɕamut͡ɕɔ d̪ei?"
মেকআপ টা কেমন হইসে?, চিটাগাং মেকাপ ইবা কেন অইয়ে?,cɪtɐgon mt̪kɐp ɪbɐ keno ɔ͡ɪ̯ʲe?,mekapɔ ta kemɔn̪ɔ his̪e?
"একটু বেশী হয়ে গেসে, কম হলে আরো ভালো লাগতো", চিটাগাং এক্কাানা বেশী অই গিয়োয় খম হইলে আরেক্কানা গম ওইতো,cɪtɐgon ɛkkɐnɐ beʃɪ ɔ͡ɪ̯ gɪʲoe̯ xɔm ho͡ɪ̯le ɐɾekkɐnɐ gɔm o͡ɪ̯t̪o,"ektu beɕi he̯e ɡes̪e, kɔmɔ hɔl̪e aro b̤al̪o l̪aɡt̪o"
"বউ মেকআপ তুলতে তুলতে, যাবোই না আজ"," চিটাগাং বউ মেকাপ তুলিতো তুলিতো ,নো যাইয়ুম আজিয়া","cɪtɐgon bɔ͡u̯ mt̪kɐp t̪ulɪt̪o t̪ulɪt̪o,no zɐ͡ɪ̯ʲum ɐzɪʲɐ","bu mekapɔ t̪ul̪t̪e t̪ul̪t̪e, d͡zaboi n̪a ad͡ʑ"
আমি তো মেকআপই দিতে পারি না, চিটাগাং আই তো মেকাপি দির নো ফারি,cɪtɐgon ɐ͡ɪ̯ t̪o mt̪kɐpɪ d̪ɪɾ no fɐɾɪ,ami t̪o mekapi d̪it̪e pari n̪a
তুমি যাও একা একা, চিটাগাং তুই একা একা যো গয়,cɪtɐgon t̪u͡ɪ̯ ɛkɐ ɛkɐ zo gɔe̯,t̪umi d͡zao eka eka
পার্টি তে গিয়ে সুন্দরি দের সাথে ঢং করে আসো, চিটাগাং ফার্টিত গিয়েরে সুন্দরীর লাই ঢং গরি আইয়ো,cɪtɐgon fɐɾtɪt̪o gɪʲeɾe ʃund̪oɾɪɾ lɐ͡ɪ̯ dʱɔŋ goɾɪ ɐ͡ɪ̯ʲo,parti t̪e ɡie̯e s̪un̪d̪ɔri d̪erɔ s̪at̪ʰe d̤ɔŋ kɔre as̪o
কিভাবে এতো জোস মেকআপ করো, চিটাগাং কেনে এতো জোস গরি মেকাপ গড়ো,cɪtɐgon kene et̪o zoʃ goɾɪ mekɐp gɔɽo,kib̤abe et̪o d͡ʑos̪ɔ mekapɔ kɔro
না বুঝে বেশী কথা বলো কেন , চিটাগাং নো বুঝিয়েরে এদুজ্ঞুন খতা কেনে কইত ফারো,cɪtɐgon no buzʱɪʲeɾe ed̪uggun xɔt̪ɐ kene ko͡ɪ̯t̪o fɐɾo,n̪a bud͡ʑ̤e beɕi kɔt̪ʰa bɔl̪o ken̪ɔ 
"আমার দিকে তো আর তাকাও না, চোখ থাকে অন্য মেয়েদের দিকে"," চিটাগাং এহন আর ইন্দি নো ওদ্দো চো,চোখ ইবা তাকে অন্য মাইয়াফুয়ার ইক্কা ","cɪtɐgon ehon ɐɾ ɪnd̪ɪ no od̪d̪o co,cox ɪbɐ t̪ɐke ɔnno mɐ͡ɪ̯ʲɐfuʲɐɾ ɪkkɐ ","amarɔ d̪ike t̪o arɔ t̪akao n̪a, t͡ɕokʰɔ t̪ʰake on̪d͡zɔ mee̯ed̪erɔ d̪ike"
আমি বেশ কিছুক্ষন তাঁর মুখের দিকে তাকিয়ে থাকলাম, চিটাগাং আই বউতকন ইতার মুহত ইক্কা চাই থাক্কিলাম,cɪtɐgon ɐ͡ɪ̯ bɔ͡u̯t̪ɔkon ɪt̪ɐɾ muht̪o ɪkkɐ cɐ͡ɪ̯ t̪ʰɐkkɪlɐm,ami beɕɔ kit͡ɕʰukʂɔn̪ɔ t̪ɔ̃rɔ mukʰerɔ d̪ike t̪akie̯e t̪ʰakl̪am
