bangla_speech,regional,regional_ipa,bangla_speech_ipa
আমি বদমেজাজি লোক ,নোয়াখালী আই বদমেজাজি মানষ,noɟɔlɐ ɐ͡ɪ̯ bɔd̪meɟɐɟɪ mɐnoʃ,ami bɔd̪ɔmed͡ʑad͡ʑi l̪okɔ 
বেশী কথা আমার পছন্দ না ,নোয়াখালী বেশি কতা আর হছন্দ নো,nokolɪ beʃɪ kɔt̪ɐ ɐɾ hɔcʰond̪o no,beɕi kɔt̪ʰa amarɔ pɔt͡ɕʰɔn̪d̪ɔ n̪a 
তুমি বোকা একজন মানুষ,নোয়াখালী তুউই একজন বেকুব মানুষ ,nokolɪ t̪u͡u̯ɪ ɛkɟon bekubo mɐnuʃ ,t̪umi boka ekɔd͡ʑɔn̪ɔ man̪uʂ
তুমি বেশী কথা বলো,নোয়াখালী তুউই বেশি কতা কও,nokohɐlɪ t̪u͡u̯ɪ beʃɪ kɔt̪ɐ kɔ͡o̯,t̪umi beɕi kɔt̪ʰa bɔl̪o
তুমি অল্প কথা বলো ,নোয়াখালী তুউই কম কতা কও,nokolɪ t̪u͡u̯ɪ kɔm kɔt̪ɐ kɔ͡o̯,t̪umi ol̪pɔ kɔt̪ʰa bɔl̪o 
আমি আজ সকালে চা খাই নাই,নোয়াখালী আই আইজগা সকালে চা খাই নো,noɟɐlɪ ɐ͡ɪ̯ ɐ͡ɪ̯ɟgɐ ʃɔkɐle cɐ kʰɐ͡ɪ̯ no,ami ad͡ʑɔ s̪ɔkal̪e t͡ɕa kʰai n̪ai
আমি আজ সকালে আমার বন্ধুদের সাথে ঘুরতে গিয়েছিলাম,নোয়াখালী আই আইজগা সকালে আর বন্দুগোর লগে ঘুইরতাম গেছি,nokolɪ ɐ͡ɪ̯ ɐ͡ɪ̯ɟgɐ ʃɔkɐle ɐɾ bond̪ugoɾ lɔge gʱu͡ɪ̯ɾot̪ɐm gecʰɪ,ami ad͡ʑɔ s̪ɔkal̪e amarɔ bɔn̪d̪̤ud̪erɔ s̪at̪ʰe ̤ɡ̤urt̪e ɡie̯et͡ɕʰil̪am
আমি আজ সকালে আমার বন্ধুর সাথে ঝগড়া করেছি,নোয়াখালী আই আইজগা সকালে আর বন্দুর লগে কাইজ্জা কইচ্ছি,nokhɐlɪ ɐ͡ɪ̯ ɐ͡ɪ̯ɟgɐ ʃɔkɐle ɐɾ bond̪uɾ lɔge kɐ͡ɪ̯ɟɟɐ ko͡ɪ̯ccʰɪ,ami ad͡ʑɔ s̪ɔkal̪e amarɔ bɔn̪d̪̤urɔ s̪at̪ʰe d͡ʑ̤ɔɡɔɽa kɔret͡ɕʰi
আমার বন্ধু আমার সব কথা খুবই মনোযোগ দিয়ে শুনে,নোয়াখালী আর বন্দু আর বেক কতা মনযোসহকারে হুনে,noɟɔlɪ ɐɾ bond̪u ɐɾ bek kɔt̪ɐ monoɟoʃɔhokɐɾe hune,amarɔ bɔn̪d̪̤u amarɔ s̪ɔbɔ kɔt̪ʰa kʰubi mɔn̪od͡zoɡɔ d̪ie̯e ɕun̪e
আমার বন্ধু হয়ত আমাকে অনেক ভালবাসে,নোয়াখালী আর বন্দু মনে হয় আরে মেলা ভালোবাসে,nokʰɐlɪ ɐɾ bond̪u mone hɔe̯ ɐɾe mɛlɐ bʱɐlobɐʃe,amarɔ bɔn̪d̪̤u he̯ɔt̪ɔ amake on̪ekɔ b̤al̪bas̪e
আমার একটি বিড়াল আছে,নোয়াখালী আর এককান বিলাই আছে,noɟɔlɪ ɐɾ ɛkkɐn bɪlɐ͡ɪ̯ ɐcʰe,amarɔ ekti biɽal̪ɔ at͡ɕʰe
আমার বিড়ালের নাম মিনু,নোয়াখালী আর বিলাইর নাম মিনু,noɐkɔlɪ ɐɾ bɪlɐ͡ɪ̯ɾ nɐm mɪnu,amarɔ biɽal̪erɔ n̪amɔ min̪u
আমি আমার বিড়ালের সাথে খেলতে অনেক ভালবাসি,নোয়াখালী আই আর বিলাইড় লগে খেইলতা অনেক ভালোবাসি ,nokʰɐlɪ ɐ͡ɪ̯ ɐɾ bɪlɐ͡ɪ̯ɽ lɔge kʰe͡ɪ̯lɔt̪ɐ ɔnek bʱɐlobɐʃɪ ,ami amarɔ biɽal̪erɔ s̪at̪ʰe kʰel̪t̪e on̪ekɔ b̤al̪bas̪i
"এই ১৪ টি বছরে আজও কোন কারনে উনি আমাকে ""তুই"" বলে ডাকেনি","নোয়াখালী এই ১৪ বছরে আইজ ও হেতনে কোনদিন ও কোনকারনে আরে ""তুই"" করিও কয় নো"," noɐkɐlɪ e͡ɪ̯ d̪ʱɔ bɔcʰoɾe ɐ͡ɪ̯ɟ o het̪one kond̪ɪn o konkɐɾone ɐɾe ""t̪u͡ɪ̯"" koɾɪ͡o̯ kɔe̯ no","ei ১৪ ti bɔt͡ɕʰɔre ad͡ʑo kon̪ɔ karn̪e un̪i amake ""t̪ui"" bɔl̪e daken̪i"
কখনো গায়ে হাত তুলে নি,নোয়াখালী কোন সময় গায়ে আত তুলে নো,nokohɪ kon ʃɔmɔe̯ gɐʲe ɐt̪o t̪ule no,kɔkʰɔn̪o ɡae̯e hat̪ɔ t̪ul̪e n̪i
লোক দেখানো শেষ?,নোয়াখালী লোক দেয়ানো শেষ,nokhɐlɪ lok d̪eʲɐno ʃeʃ,l̪okɔ d̪ekʰan̪o ɕeʂɔ?
এত তাড়াতাড়ি শেষ,নোয়াখালী এত জলদি শেষ,noɾɔlɪ ɛt̪o ɟɔld̪ɪ ʃeʃ,et̪ɔ t̪aɽat̪aɽi ɕeʂ
বুঝতেছিনা কি করবো আমি,"নোয়াখালী বুইঝতাম আছি না, কি কইরগুম আই! ","nokʰɐlɪ bu͡ɪ̯zʱɔt̪ɐm ɐcʰɪ nɐ, kɪ ko͡ɪ̯ɾgum ɐ͡ɪ̯! ",bud͡ʑ̤t̪et͡ɕʰin̪a ki kɔrɔbo ami
আমার দুই বিয়ে হয়েছে,নোয়াখালী আর দুগা বিয়া অইছে,nokolɪ ɐɾ d̪ugɐ bɪʲɐ e͡ɪ̯cʰe,amarɔ d̪ui bie̯e he̯et͡ɕʰe
আমি একজন মেয়ে মানুষ,নোয়াখালী আই ওকগা মাইয়া মানুষ,noɟɐlɪ ɐ͡ɪ̯ okgɐ mɐ͡ɪ̯ʲɐ mɐnuʃ,ami ekɔd͡ʑɔn̪ɔ mee̯e man̪uʂ
"আমার দ্বিতীয় বিয়ে নিয়ে আমার নিজের কাকারা, মামারা খোঁচা মেরে কথা বলে","নোয়াখালী আর দ্বিতীয় বিয়া লই আর নিজের কাগুরা, মামুরা আরে খোডা মারি কতা কয় ","noɐkɐlɪ ɐɾ d̪ɪt̪ɪʲo bɪʲɐ lɔ͡ɪ̯ ɐɾ nɪɟeɾ kɐguɾɐ, mɐmuɾɐ ɐɾe kʰodɐ mɐɾɪ kɔt̪ɐ kɔe̯ ","amarɔ d̪bit̪ie̯ɔ bie̯e n̪ie̯e amarɔ n̪id͡ʑerɔ kakara, mamara kʰoঁt͡ɕa mere kɔt̪ʰa bɔl̪e"
কিন্তু আজ পর্যন্ত আমার স্বামী আমাকে খোঁচা মেরে কথা বলেনি,নোয়াখালী কিন্তু আইজ হইরজন্ত আর উনি আরে খোডা মারি কতা কয়নো,noɐkʰɐlɪ kɪnt̪u ɐ͡ɪ̯ɟ ho͡ɪ̯ɾɟɔnt̪o ɐɾ unɪ ɐɾe kʰodɐ mɐɾɪ kɔt̪ɐ kɔʲno,kin̪t̪u ad͡ʑɔ pɔrd͡zɔn̪t̪ɔ amarɔ s̪bami amake kʰoঁt͡ɕa mere kɔt̪ʰa bɔl̪en̪i
ভাবছি আপন লোক কি এমনই হয়?,নোয়াখালী আই ভাবি আরি আপন লোক এরুম না নি অয়?,nokohɐlɪ ɐ͡ɪ̯ bʱɐbɪ ɐɾɪ ɐpon lok eɾum nɐ nɪ ɔe̯?,b̤abt͡ɕʰi apɔn̪ɔ l̪okɔ ki emn̪i he̯ɔ?
আমার আপন লোক গুলোই এমন,নোয়াখালী আর আপন লোকগুলোই এরুম,nokhɐlɪ ɐɾ ɐpon lokgulo͡ɪ̯ eɾum,amarɔ apɔn̪ɔ l̪okɔ ɡul̪oi emɔn̪ɔ
আমার আর বাঁচতে ইচ্ছে করেনা জানেন,নোয়াখালী আর আর বাইচতে মন চায়না জানেন নি,noɐkɔlɪ ɐɾ ɐɾ bɐ͡ɪ̯ct̪e mon cɐʲnɐ ɟɐnen nɪ,amarɔ arɔ bɔ̃t͡ɕɔt̪e it͡ɕt͡ɕʰe kɔren̪a d͡ʑan̪en̪
আমার প্রথম বিয়ে আমাকে জোর করে দেয়,নোয়াখালী আর প্রথম বিয়া আরে জোর করি দিছে,nokohɐlɪ ɐɾ pɾot̪ʰom bɪʲɐ ɐɾe ɟoɾ koɾɪ d̪ɪcʰe,amarɔ prɔt̪ʰɔmɔ bie̯e amake d͡ʑorɔ kɔre d̪ee̯
সেখানে ছেলে অনেক কিপটা ছিলো আমি দুইবেলা ভাত খেতে পারতাম না,নোয়াখালী হিয়ানে হোলা একছের কিপটা আছিলো আই দুইবেলা ভাত খাইতে হাইরতাম না,nokʰɐlɪ hɪʲɐne holɐ ɛkcʰeɾ kɪptɐ ɐcʰɪlo ɐ͡ɪ̯ d̪u͡ɪ̯belɐ bʱɐt̪ kʰɐ͡ɪ̯t̪e hɐ͡ɪ̯ɾot̪ɐm nɐ,s̪ekʰan̪e t͡ɕʰel̪e on̪ekɔ kipta t͡ɕʰil̪o ami d̪uibel̪a b̤at̪ɔ kʰet̪e part̪amɔ n̪a
দ্বিতীয় বিয়েতে আমি কল্পনার চেয়েও বেশি সুখী,নোয়াখালী দ্বিতীয় বিয়াত আই কল্পনার তুন ও বেশি সুখী,noɐxɐlɪ d̪ɪt̪ɪʲo bɪʲɐt̪ ɐ͡ɪ̯ kɔlponɐɾ t̪un o beʃɪ ʃuxɪ,d̪bit̪ie̯ɔ bie̯et̪e ami kɔl̪pɔn̪arɔ t͡ɕee̯eo beɕi s̪ukʰi
এইগুলো দেখেও সবাই না দেখার ভান করে,নোয়াখালী ইগিন দেই ও বেকে না দেনের ভান করে,noɐkɐlɪ ɪgɪn d̪e͡ɪ̯ o beke nɐ d̪eneɾ bʱɐn koɾe,eiɡul̪o d̪ekʰeo s̪ɔbai n̪a d̪ekʰarɔ b̤an̪ɔ kɔre
খোঁচা মারার মতো কথা আছেই যে আমার দুই বিয়ে,নোয়াখালী খোডা মারার মতন কতা আর ইয়ান ই আছে যে আর বিয়া দুগা ,noɐkɐlɪ xodɐ mɐɾɐɾ mɔt̪on kɔt̪ɐ ɐɾ ɪʲɐn ɪ ɐcʰe ze ɐɾ bɪʲɐ d̪ugɐ ,kʰoঁt͡ɕa mararɔ mɔt̪o kɔt̪ʰa at͡ɕʰei d͡ze amarɔ d̪ui bie̯e
আমার সুখ দেখে আবার তাদের সহ্য হয়না,নোয়াখালী আর সুখ দেই হেতাগো আবার সইজ্জ অয় না,noɐkɔlɪ ɐɾ ʃukʰ d̪e͡ɪ̯ het̪ɐgo ɐbɐɾ ʃo͡ɪ̯ɟɟo ɔe̯ nɐ,amarɔ s̪ukʰɔ d̪ekʰe abarɔ t̪ad̪erɔ s̪ɔhd͡zɔ he̯ɔn̪a
বিয়ে করার পাঁচ বছর পর এখন আমি স্মার্ট হইসি,নোয়াখালী বিয়া করনের হাছ বছর হর আই অন স্মার্ট অইছি,nokohɐlɪ bɪʲɐ kɔɾoneɾ hɐcʰ bɔcʰoɾ hɔɾ ɐ͡ɪ̯ ɔn sɐɾt e͡ɪ̯cʰɪ,bie̯e kɔrarɔ pɔ̃t͡ɕɔ bɔt͡ɕʰɔrɔ pɔrɔ ekʰɔn̪ɔ ami s̪martɔ his̪i
প্রথম প্রথম বউ এর অনেক প্রশ্নের সঠিক উত্তর দিয়ে বিপদে পড়তাম,নোয়াখালী প্রথম প্রথম বৌ এর মেলা প্রশ্নের ঠিক উত্তর দি বিপদে হইরতাম,noɐkɐlɪ pɾot̪ʰom pɾot̪ʰom bo͡u̯ eɾ mɛlɐ pɾosneɾ tʰɪk ut̪t̪oɾ d̪ɪ bɪpɔd̪e ho͡ɪ̯ɾot̪ɐm,prɔt̪ʰɔmɔ prɔt̪ʰɔmɔ bu erɔ on̪ekɔ prɔɕn̪erɔ s̪ɔtʰikɔ ut̪t̪ɔrɔ d̪ie̯e bipd̪e pɔɽɔt̪am
বিশাল ক্যাচাল লেগে যেতো,নোয়াখালী বিশাল ক্যাচাল লাগি যাইতো,nokohɪ bɪʃɐl kɛcɐl lɐgɪ ɟɐ͡ɪ̯t̪o,biɕal̪ɔ kd͡zat͡ɕal̪ɔ l̪eɡe d͡zet̪o
এরপর ঠিক করলাম তেল মারা উত্তর দিবো,নোয়াখালী এরহর তুন আই ঠিক কইরলাম তেল মারা উত্তর দিয়ুম,noɾɔhoɾ t̪un ɐ͡ɪ̯ tʰɪk ko͡ɪ̯ɾlɐm t̪el mɐɾɐ ut̪t̪oɾ d̪ɪʲum,erɔpɔrɔ tʰikɔ kɔrɔl̪amɔ t̪el̪ɔ mara ut̪t̪ɔrɔ d̪ibo
এতে ও লাভ হলো না,নোয়াখালী এডাত ও কোনো লাব অয়নো,nokolɪ edɐt̪ o kono lɐb ɔʲono,et̪e o l̪ab̤ɔ hɔl̪o n̪a
ক্যাচাল থামলো না,নোয়াখালী ক্যাচাল থাইমলো না,nokohɪ kɛcɐl t̪ʰɐ͡ɪ̯mɔlo nɐ,kd͡zat͡ɕal̪ɔ t̪ʰaml̪o n̪a
হালকা পাতলা লাভ হচ্ছে,নোয়াখালী হালকা পাতলা লাব অয়,nokolɪ hɐlkɐ pɐt̪lɐ lɐb ɔe̯,hal̪ka pat̪l̪a l̪ab̤ɔ hɔt͡ɕt͡ɕʰe
"বউ খাবার সময় বেশ হাসি মুখে বল্লো, রান্না কেমন হয়েছে?","নোয়াখালী বৌ খানের সময় বড্ডা এক্কান আসি দি কইলো, পাক কিরুম অইছে? ","no͡u̯ bo͡u̯ kʰɐneɾ ʃɔmɔe̯ bɔddɐ ɛkkɐn ɐʃɪ d̪ɪ ko͡ɪ̯lo, pɐk kɪɾum e͡ɪ̯cʰe? ","bu kʰabarɔ s̪ɔme̯ɔ beɕɔ has̪i mukʰe bɔl̪l̪o, ran̪n̪a kemɔn̪ɔ he̯et͡ɕʰe?"
খাবারে আরেকটু রসুন দিলে বেশী মজা হতো,নোয়াখালী খাওনের মইধ্যে রসুন আরেক্কানা বাড়াই দিলে খাওন বেশি স্বাদ অইলো ও ,noɟoneɾ mo͡ɪ̯d̪d̪ʱe ɾoʃun ɐɾekkɐnɐ bɐɽɐ͡ɪ̯ d̪ɪle kʰɐ͡o̯n beʃɪ ʃɐd̪ ɔ͡ɪ̯lo o ,kʰabare arektu rɔs̪un̪ɔ d̪il̪e beɕi mɔd͡ʑa hɔt̪o
খাবারে লবণ একটু কম হয়েছে,নোয়াখালী খাওনে নুন কদ্দুর কম অইছে,nokohɐlɪ kʰɐ͡o̯ne nun kɔd̪d̪uɾ kɔm e͡ɪ̯cʰe,kʰabare l̪ɔbɔnɔ ektu kɔmɔ he̯et͡ɕʰe
আমি তো আসলে কিছুই পারি না,নোয়াখালী আই তো আসলে কিছুই হারি না,noɐkɔlɪ ɐ͡ɪ̯ t̪o ɐʃole kɪcʰu͡ɪ̯ hɐɾɪ nɐ,ami t̪o as̪l̪e kit͡ɕʰui pari n̪a
বউ এর চোখ ছলছল,নোয়াখালী বৌ এর চোখ কান ছলছল,no͡u̯ bo͡u̯ eɾ cox kɐn cʰɔlcʰɔl,bu erɔ t͡ɕokʰɔ t͡ɕʰɔl̪ɔt͡ɕʰɔl̪ɔ
তুমি আমাকে আর কত অবাক করবা,নোয়াখালী তুই আরে আর কত অবাক কইরবা!,noɐkʰɐlɪ t̪u͡ɪ̯ ɐɾe ɐɾ kɔt̪o ɔbɐk ko͡ɪ̯ɾbɐ!,t̪umi amake arɔ kɔt̪ɔ obakɔ kɔrɔba
এক চামচ খেয়েই এতো কথা বলে দিলা,নোয়াখালী ওকগা চামুচ খানা খাই এ এতাগাইন কতা কই দিলা,noɟɐlɪ okgɐ cɐmuc xɐnɐ xɐ͡ɪ̯ e ɛt̪ɐgɐ͡ɪ̯n kɔt̪ɐ ko͡ɪ̯ d̪ɪlɐ,ekɔ t͡ɕamɔt͡ɕɔ kʰee̯ei et̪o kɔt̪ʰa bɔl̪e d̪il̪a
চাপাবাজি টা একটু কমাও,নোয়াখালী ফাফর বাজি এককানা কমাই কর,noɟɔlɪ pʰɐpʰɔɾ bɐɟɪ ɛkkɐnɐ kɔmɐ͡ɪ̯ kɔɾ,t͡ɕapabad͡ʑi ta ektu kɔmao
তুমি রেঁধেছো,নোয়াখালী তুমি রাঁধছো,nokolɪ t̪umɪ ɾɐ̃d̪ʱcʰo,t̪umi reঁd̪̤et͡ɕʰo
আমি তো ভাবলাম শাশুড়ি আম্মা আমার জন্য রান্না করে পাঠিয়েছেন,নোয়াখালী আই তো মনে কইরছি শাশুড়ি আম্মা আর লাই রাঁধি হাডাইছে,noɐkɐlɪ ɐ͡ɪ̯ t̪o mone ko͡ɪ̯ɾcʰɪ ʃɐʃuɽɪ ɐmmɐ ɐɾ lɐ͡ɪ̯ ɾɐ̃d̪ʱɪ hɐdɐ͡ɪ̯cʰe,ami t̪o b̤abl̪amɔ ɕaɕuɽi amma amarɔ d͡ʑɔn̪d͡zɔ ran̪n̪a kɔre patʰie̯et͡ɕʰen̪
তোমার রান্না তো পুরা আম্মার মতো,নোয়াখালী তোআর রান্না তো হুরা আম্মার লাইন,noɐkɔlɪ t̪o͡ɐ̯ɾ ɾɐnnɐ t̪o huɾɐ ɐmmɐɾ lɐ͡ɪ̯n,t̪omarɔ ran̪n̪a t̪o pura ammarɔ mɔt̪o
"আরেক টু খাও, এক চামুচ দেই?","নোয়াখালী আরেক্কানা খাও, ওকগা চামুচ দি?","noɟɐlɪ ɐɾekkɐnɐ xɐ͡o̯, okgɐ cɐmuc d̪ɪ?","arekɔ tu kʰao, ekɔ t͡ɕamut͡ɕɔ d̪ei?"
মেকআপ টা কেমন হইসে?,নোয়াখালী মেকআপ টা কিরুমনা অইছে?,nokʰɐlɪ mekɐp tɐ kɪɾumɔnɐ e͡ɪ̯cʰe?,mekapɔ ta kemɔn̪ɔ his̪e?
"একটু বেশী হয়ে গেসে, কম হলে আরো ভালো লাগতো","নোয়াখালী এক্কানা বেশি অই গেছে, আরেক্কানা কম অইলে ভালা লাইগলো ও","noɐkɐlɪ ɛkkɐnɐ beʃɪ ɔ͡ɪ̯ gecʰe, ɐɾekkɐnɐ kɔm ɛ͡ɪ̯le bʱɐlɐ lɐ͡ɪ̯gɔlo o","ektu beɕi he̯e ɡes̪e, kɔmɔ hɔl̪e aro b̤al̪o l̪aɡt̪o"
"বউ মেকআপ তুলতে তুলতে, যাবোই না আজ","নোয়াখালী বৌ মেকআপ তুইলতে তুইলতে, যাইতাম এ নো আইজ","no͡u̯ bo͡u̯ mt̪kɐp t̪u͡ɪ̯lt̪e t̪u͡ɪ̯lt̪e, zɐ͡ɪ̯t̪ɐm e no ɐ͡ɪ̯z","bu mekapɔ t̪ul̪t̪e t̪ul̪t̪e, d͡zaboi n̪a ad͡ʑ"
আমি তো মেকআপই দিতে পারি না,নোয়াখালী আই তো মেকআপই দিতাম হারি না,noɟɔlɐ ɐ͡ɪ̯ t̪o mekɐpɪ d̪ɪt̪ɐm hɐɾɪ nɐ,ami t̪o mekapi d̪it̪e pari n̪a
তুমি যাও একা একা,নোয়াখালী তুমি যাও একলা একলা,nokolɪ t̪umɪ ɟɐ͡o̯ ɛklɐ ɛklɐ,t̪umi d͡zao eka eka
পার্টি তে গিয়ে সুন্দরি দের সাথে ঢং করে আসো,নোয়াখালী হার্টি তে যাই সুন্দরী গুনের লগে ঢং করি আইও,noɐkʰɐlɪ hɐɾtɪ t̪e ɟɐ͡ɪ̯ ʃund̪oɾɪ guneɾ lɔge dʱɔŋ koɾɪ ɐ͡ɪ̯o,parti t̪e ɡie̯e s̪un̪d̪ɔri d̪erɔ s̪at̪ʰe d̤ɔŋ kɔre as̪o
কিভাবে এতো জোস মেকআপ করো,নোয়াখালী কেন্নে করি এতো ভালা মেকআপ করো ,noɐkolɪ kenne koɾɪ et̪o bʱɐlɐ mekɐp koɾo ,kib̤abe et̪o d͡ʑos̪ɔ mekapɔ kɔro
না বুঝে বেশী কথা বলো কেন ,নোয়াখালী না বুঝি বেশি কথা কন কিল্লেই ,noɟʱɐlɪ nɐ buɟʱɪ beʃɪ kɔt̪ʰɐ kon kɪlle͡ɪ̯ ,n̪a bud͡ʑ̤e beɕi kɔt̪ʰa bɔl̪o ken̪ɔ 
"আমার দিকে তো আর তাকাও না, চোখ থাকে অন্য মেয়েদের দিকে","নোয়াখালী আর দিকে তো আর রেনো না, রেনি থাও অন্য বেডিগোর দিকে","noɐkʰɐlɪ ɐɾ d̪ɪke t̪o ɐɾ ɾeno nɐ, ɾenɪ t̪ʰɐ͡o̯ ɔnno bedɪgoɾ d̪ɪke","amarɔ d̪ike t̪o arɔ t̪akao n̪a, t͡ɕokʰɔ t̪ʰake on̪d͡zɔ mee̯ed̪erɔ d̪ike"
আমি বেশ কিছুক্ষন তাঁর মুখের দিকে তাকিয়ে থাকলাম,নোয়াখালী আই অনেকক্ষণ যাবত হেতির মুখের দিকে রেনি রইলাম,nokohɐlɪ ɐ͡ɪ̯ ɔnekkkʰon ɟɐbot̪ het̪ɪɾ mukʰeɾ d̪ɪke ɾenɪ ɾo͡ɪ̯lɐm,ami beɕɔ kit͡ɕʰukʂɔn̪ɔ t̪ɔ̃rɔ mukʰerɔ d̪ike t̪akie̯e t̪ʰakl̪am
তুমি এতো কিছু বুঝো কিভাবে,নোয়াখালী তুমি এতো কিছুন বুঝো কেন্নে,nokohɐlɪ t̪umɪ et̪o kɪcʰun buɟʱo kenne,t̪umi et̪o kit͡ɕʰu bud͡ʑ̤o kib̤abe
শাড়িটা আমাকে কেমন মানিয়েছে,নোয়াখালী শাড়িটা আরে কিরুম মানাইছে? ,nokolɪ ʃɐɽɪtɐ ɐɾe kɪɾum mɐnɐ͡ɪ̯cʰe? ,ɕaɽita amake kemɔn̪ɔ man̪ie̯et͡ɕʰe
সবুজ শাড়িটা পড়লে দারুন লাগতো,নোয়াখালী সবুজ শাড়িটা হইরলে দারুণ লাইগতো,noɐkɔlɪ ʃobuɟ ʃɐɽɪtɐ ho͡ɪ̯ɾle d̪ɐɾun lɐ͡ɪ̯gɔt̪o,s̪ɔbud͡ʑɔ ɕaɽita pɔɽɔl̪e d̪arun̪ɔ l̪aɡt̪o
সবুজ শাড়ি কি তোমার এক্স কোনো গার্লফ্রেন্ডের পছন্দের রঙ,নোয়াখালী সবুজ শাড়ি কি তোমার এক্স কোনো গার্লফ্রেন্ডের হছন্দের রঙ?,nokɔlɪ ʃobuɟ ʃɐɽɪ kɪ t̪omɐɾ ekʃo kono gɐɾlɔpʰɾendeɾ hɔcʰond̪eɾ ɾɔŋ?,s̪ɔbud͡ʑɔ ɕaɽi ki t̪omarɔ eks̪ɔ kon̪o ɡarl̪ɔɸren̪derɔ pɔt͡ɕʰɔn̪d̪erɔ rɔŋɔ
"এই সব তেল আমাকে দিবা না, বিরক্ত লাগে",নোয়াখালী এই সব পাম্প আরে দিও না বিরক্ত লাগে,nokohɐlɪ e͡ɪ̯ ʃɔb pɐmp ɐɾe d̪ɪ͡o̯ nɐ bɪɾokt̪o lɐge,"ei s̪ɔbɔ t̪el̪ɔ amake d̪iba n̪a, birɔkt̪ɔ l̪aɡe"
