bangla_speech,regional,regional_ipa,bangla_speech_ipa
কি করতে পারি বলুন এখন?,সিলেট কিতা কিরতাম ফারি আমি কউকা ওখন?,ʃɔlhe kɪt̪ɐ kɪɾot̪ɐm pʰɐɾɪ ɐmɪ kɔ͡u̯kɐ okʰon?,ki kɔrɔt̪e pari bɔl̪un̪ɔ ekʰɔn̪ɔ?
বিদ্যুৎ ছাড়া না হয় থাকা যায় কিন্তু পানি ছাড়া কিভাবে থাকে মানুষ,"সিলেট কারেন্ট বাদে নি থাকা যায়, তেও পানি ছাড়া কিলা থাকো মাইনষে?","ʃɔlhe kɐɾent bɐd̪e nɪ t̪ʰɐkɐ ɟɐe̯, t̪e͡o̯ pɐnɪ cʰɐɽɐ kɪlɐ t̪ʰɐko mɐ͡ɪ̯nʃe?",bid̪d͡zut̪ɔ t͡ɕʰaɽa n̪a he̯ɔ t̪ʰaka d͡zae̯ɔ kin̪t̪u pan̪i t͡ɕʰaɽa kib̤abe t̪ʰake man̪uʂ
আজকে জুম্মার দিন ,সিলেট আইজ জুম্মা বার,ʃɔlhet ɐ͡ɪ̯ɟ ɟummɐ bɐɾ,ad͡ʑke d͡ʑummarɔ d̪in̪ɔ 
আমি শুক্রবার অনেক সকালে উঠি ,সিলেট আমি হুক্কুরবার বইত সকাইলকু উঠি,ʃɔlhe ɐmɪ hukkuɾbɐɾ bo͡ɪ̯t̪o ʃɔkɐ͡ɪ̯lku utʰɪ,ami ɕukrɔbarɔ on̪ekɔ s̪ɔkal̪e utʰi 
সে অনেক বেলা করে ঘুমায় ,সিলেট হে খুব বেলা লাগাইয়া ঘুমায়,ʃɔlhe he kʰub belɐ lɐgɐ͡ɪ̯ʲɐ gʱumɐe̯,s̪e on̪ekɔ bel̪a kɔre ̤ɡ̤umae̯ɔ 
সে আমাকে একটি উপহার দিয়েছে ,সিলেট হে আমারে একগু উপহার দিছে,sɪhet he ɐmɐɾe ɛkgu upohɐɾ d̪ɪcʰe,s̪e amake ekti upɔharɔ d̪ie̯et͡ɕʰe 
আজকে আমার জন্মদিন ,সিলেট আইজ আমার জন্মদিন,ʃɔlhe ɐ͡ɪ̯ɟ ɐmɐɾ ɟɔnmod̪ɪn,ad͡ʑke amarɔ d͡ʑɔn̪mɔd̪in̪ɔ 
আমার বয়স বেশি না,সিলেট আমার বয়স বেশি নায় কিতার লাগি,ʃɔlhe ɐmɐɾ bɔʲoʃ beʃɪ nɐe̯ kɪt̪ɐɾ lɐgɪ,amarɔ be̯ɔs̪ɔ beɕi n̪a
তার চেয়ে আমি দেখতে সুন্দর ,সিলেট এর তনে আমি ওউ দেখতে ভেশি সুন্দর,ʃɔlhe eɾ t̪ɔne ɐmɪ o͡u̯ d̪ekʰt̪e bʱeʃɪ ʃund̪ɔɾ,t̪arɔ t͡ɕee̯e ami d̪ekʰt̪e s̪un̪d̪ɔrɔ 
এইবার কুরবানিতে লাল গরু কিনবো ,সিলেট ওউ বার কুরবানিত লাল গরু কিনমু,ʃɔlhe o͡u̯ bɐɾ kuɾbɐnɪt̪o lɐl goɾu kɪnmu,eibarɔ kurban̪it̪e l̪al̪ɔ ɡɔru kin̪bo 
সবকিছু একসাথে করা সম্ভব না ,সিলেট হকলতা একলগে করা যায় না,ʃɔlhe hɔklot̪ɐ ɛklgk kɔɾɐ ɟɐe̯ nɐ,s̪ɔbɔkit͡ɕʰu eks̪at̪ʰe kɔra s̪ɔmb̤ɔbɔ n̪a 
তুমি বিয়ে করছো না কেন?,সিলেট তুমিতাইন বিয়া কররায় না কিওর লাগি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n bɪʲɐ koɾɾɐe̯ nɐ kɪ͡o̯ɾ lɐgɪ?,t̪umi bie̯e kɔrɔt͡ɕʰo n̪a ken̪ɔ?
ভালো মেয়ে পাচ্ছি না ,সিলেট বালা ফুরি পাইয়ার না,ʃɔlɪ bɐlɐ pʰuɾɪ pɐ͡ɪ̯ʲɐɾ nɐ,b̤al̪o mee̯e pat͡ɕt͡ɕʰi n̪a 
ঘড়িতে কয়টা বাজে? ,সিলেট ঘড়িত বাজে কয়তা?,ʃɔlhe gʱoɽɪt̪o bɐɟe kɔʲt̪ɐ?,̤ɡ̤ɔɽit̪e ke̯ɔta bad͡ʑe? 
আজকে দুপুরে আমাদের দাওয়াত আছে ,সিলেট আইজ দুপুরি বেলা আমরার দাওয়াত আছে,ʃɔlhe ɐ͡ɪ̯ɟ d̪upuɾɪ belɐ ɐmɾɐɾ d̪ɐ͡o̯ʲɐt̪ ɐcʰe,ad͡ʑke d̪upure amad̪erɔ d̪aoe̯at̪ɔ at͡ɕʰe 
সবাই কেমন আছো?,সিলেট কিলা আছোইন আফনারা?,ʃɔlhe kɪlɐ ɐcʰo͡ɪ̯n ɐpʰnɐɾɐ?,s̪ɔbai kemɔn̪ɔ at͡ɕʰo?
আজকে কত তারিখ?,সিলেট আইজ কত তারিখ?,ʃɔlhet ɐ͡ɪ̯ɟ kɔt̪o t̪ɐɾɪkʰ?,ad͡ʑke kɔt̪ɔ t̪arikʰɔ?
মন ভালো করতে তোমরা কি কর?,সিলেট মন বালা করার লাগি তোমরা কিতা কর?,ʃɔlhe mon bɐlɐ kɔɾɐɾ lɐgɪ t̪omɾɐ kɪt̪ɐ kɔɾ?,mɔn̪ɔ b̤al̪o kɔrɔt̪e t̪omra ki kɔrɔ?
আমি মাঝেমধ্যে গান শুনি,সিলেট আমি মাঝে মধ্যে গান হুনি,ʃɔlhe ɐmɪ mɐɟʱe mod̪d̪ʱe gɐn hunɪ,ami mad͡ʑ̤emɔd̪̤d͡ze ɡan̪ɔ ɕun̪i
আজকাল পড়াশোনার চাপ অনেক বেশি,সিলেট আইজকাইল পড়ার চাপ বউত বেশি,ʃɔlhe ɐ͡ɪ̯zkɐ͡ɪ̯l pɔɽɐɾ cɐp bɔ͡u̯t̪o beʃɪ,ad͡ʑkal̪ɔ pɔɽaɕon̪arɔ t͡ɕapɔ on̪ekɔ beɕi
তোমরা কি গল্পের বই পড়তে পছন্দ কর?,সিলেট তোমরা কিতা গল্প'র বই পড়তে বালা ফাও নি?,ʃɔlhe t̪omɾɐ kɪt̪ɐ gɔlpo'ɾo bo͡ɪ̯ poɽt̪e bɐlɐ pʰɐ͡o̯ nɪ?,t̪omra ki ɡɔl̪perɔ bi pɔɽɔt̪e pɔt͡ɕʰɔn̪d̪ɔ kɔrɔ?
তোমাদের প্রিয় লেখক কে ?,সিলেট তোমরার প্রিয় লেখক কেটা?,ʃɔlhe t̪omɾɐɾ pɾɪʲo lekʰɔk ketɐ?,t̪omad̪erɔ prie̯ɔ l̪ekʰɔkɔ ke ?
আমার প্রিয় লেখক হুমায়ুন আহমেদ,সিলেট আমার প্রিয় লেখক ওইলা হুমায়ুন আহমেদ,ʃɔlhe ɐmɐɾ pɾɪʲo lekʰɔk o͡ɪ̯lɐ humɐʲun ɐhomed̪,amarɔ prie̯ɔ l̪ekʰɔkɔ humae̯un̪ɔ ahɔmed̪
ফুটবলে তোমাদের প্রিয় দল কোনটি?,সিলেট ফুটবল'ও তোমরার প্রিয় দল কোনটা?, ʃɔlɪ pʰutbɔl'o t̪omɾɐɾ pɾɪʲo d̪ɔl kontɐ?,ɸutɔbɔl̪e t̪omad̪erɔ prie̯ɔ d̪ɔl̪ɔ kon̪ti?
ব্রাজিল ফুটবলের সেরা দল,সিলেট ব্রাজিল ফুটবল ওর সেরা দল,ʃɔlɔ bɾɐɟɪl pʰutbɔl oɾ ʃeɾɐ d̪ɔl,brad͡ʑil̪ɔ ɸutɔbɔl̪erɔ s̪era d̪ɔl̪ɔ
শুক্র এবং শনি সাপ্তাহিক ছুটির দিন,সিলেট শুক্র আর শনি ওইলো সাপ্তাহিক ছুটির দিন,ʃɔlhet ʃukɾo ɐɾ ʃonɪ o͡ɪ̯lo ʃɐpt̪ɐhɪk cʰutɪɾ d̪ɪn,ɕukrɔ ebɔŋ ɕɔn̪i s̪apt̪ahikɔ t͡ɕʰutirɔ d̪in̪
রবিবার থেকে আমাদের বিশ্ববিদ্যালয় ক্লাস শুরু,সিলেট রইব্বার তাকি আমরার বিশ্ববিদ্যালয় ওর ক্লাস আরম্ব ওইবো,ʃɔlhe ɾo͡ɪ̯bbɐɾ t̪ɐkɪ ɐmɾɐɾ bɪʃʃobɪd̪d̪ɐlɔe̯ oɾ klɐs ɐɾɔmbo o͡ɪ̯bo,rɔbibarɔ t̪ʰeke amad̪erɔ biɕbɔbid̪d͡zal̪e̯ɔ kl̪as̪ɔ ɕuru
তুমি ঢাকার কোথায় থাকো?,সিলেট তুমিতাইন ঢাকার কোন থাকো?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n dʱɐkɐɾ kon t̪ʰɐko?,t̪umi d̤akarɔ kot̪ʰae̯ɔ t̪ʰako?
তোমাদের গ্রামের বাড়ি কোথায়?,সিলেট তোমরার গ্রাম ওর বাড়ি কোন?,ʃɔlhe t̪omɾɐɾ gɾɐm oɾ bɐɽɪ kon?,t̪omad̪erɔ ɡɔramerɔ baɽi kot̪ʰae̯ɔ?
তুমি কি সাঁতার জানো?,সিলেট তুমিতাইন কিতা সাঁতার জানো নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kɪt̪ɐ ʃɐ̃t̪ɐɾ ɟɐno nɪ?,t̪umi ki s̪ɔ̃t̪arɔ d͡ʑan̪o?
তুমি কোন ক্লাসে পড়ো?,সিলেট তুমিতাইন কোন ক্লাস-ও পড়রায়?,ʃɔlho t̪umɪt̪ɐ͡ɪ̯n kon klɐs-o pɔɽɾɐe̯?,t̪umi kon̪ɔ kl̪as̪e pɔɽo?
বাংলাদেশের প্রধানমন্ত্রীর নাম কি?,সিলেট বাংলাদেশ ওর প্রধানমন্ত্রীর নাম কিতা?,ʃɔlɪ bɐŋlɐd̪eʃ oɾ pɾod̪ʱɐnmont̪ɾɪɾ nɐm kɪt̪ɐ?,baŋl̪ad̪eɕerɔ prɔd̪̤an̪ɔmɔn̪t̪rirɔ n̪amɔ ki?
বাংলাদেশের বর্তমান প্রধানমন্ত্রী শেখ হাসিনা,সিলেট বাংলাদেশ ওর ওখনকুর প্রধানমন্ত্রী শেখ হাসিনা,ʃɔlɪ bɐŋlɐd̪eʃ oɾ oxonkuɾ pɾod̪ʱɐnmont̪ɾɪ ʃex hɐʃɪnɐ,baŋl̪ad̪eɕerɔ bɔrt̪ɔman̪ɔ prɔd̪̤an̪ɔmɔn̪t̪ri ɕekʰɔ has̪in̪a
অনেক বড়লোক হতে চাই,সিলেট বউত বড়লোক ওইতাম চাই,ʃɔlhet bɔ͡u̯t̪o boɽolok o͡ɪ̯t̪ɐm cɐ͡ɪ̯,on̪ekɔ bɔɽɔl̪okɔ hɔt̪e t͡ɕai
তুমি কোন বিষয় পড়াশোনা করছো?,সিলেট তুমিতাইন কোন বিষয়-ও পড়রায়?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kon bɪʃɔe̯-o pɔɽɾɐʲ?,t̪umi kon̪ɔ biʂe̯ɔ pɔɽaɕon̪a kɔrɔt͡ɕʰo?
বাহিরে প্রচুর গরম পড়েছে,সিলেট বায়রে বেশেবা বৃষ্টি ওইছে,ʃɔlɔt bɐʲɾe beʃebɐ bɾɪʃtɪ o͡ɪ̯cʰe,bahire prɔt͡ɕurɔ ɡɔrɔmɔ pɔɽet͡ɕʰe
আজকে সারাদিন বৃষ্টি হয়েছে,সিলেট আইজ হারাদিন বৃষ্টি ওইছে, ʃɔlhe ɐ͡ɪ̯ɟ hɐɾɐd̪ɪn bɾɪʃtɪ o͡ɪ̯cʰe,ad͡ʑke s̪arad̪in̪ɔ bɽiʂti he̯et͡ɕʰe
ফেসবুক একটি জনপ্রিয় যোগাযোগ মাধ্যম,সিলেট ফেইসবুক ওইলো একটা জনপ্রিয় যোগাযোগ ওর মাধ্যম,ʃɔlhe pʰe͡ɪ̯sbuk o͡ɪ̯lo ɛktɐ ɟɔnopɾɪʲo ɟogɐɟog oɾ mɐd̪d̪ʱom,ɸes̪bukɔ ekti d͡ʑɔn̪ɔprie̯ɔ d͡zoɡad͡zoɡɔ mad̪̤d͡zɔmɔ
জীবনে উন্নতি করতে গেলে অনেক সময় অনেক বাঁধার সম্মুখীন হতে হয়,সিলেট জীবন-ও উন্নতি করাত গেলে বউত সময় বউত বাঁধার মুখামুখি ওয়া লাগে,ʃɔlhe zɪbɔn-o unnot̪ɪ kɔɾɐt̪ gele bɔ͡u̯t̪o ʃɔmɔe̯ bɔ͡u̯t̪o bɐ̃d̪ʱɐɾ muxɐmuxɪ oʷɐ lɐge,d͡ʑibn̪e un̪n̪ɔt̪i kɔrɔt̪e ɡel̪e on̪ekɔ s̪ɔme̯ɔ on̪ekɔ bɔ̃d̪̤arɔ s̪ɔmmukʰin̪ɔ hɔt̪e he̯ɔ
সকল বাধা পেরিয়ে জীবনে সফল হতে হবে,সিলেট হক্কল বাঁধা ফারোইয়া জীবনে সফল ওয়া লাগবো,ʃɔlhe hokkol bɐ̃d̪ʱɐ pʰɐɾo͡ɪ̯ʲɐ ɟɪbone ʃɔpʰɔl oʷɐ lɐgbo,s̪ɔkɔl̪ɔ bad̪̤a perie̯e d͡ʑibn̪e s̪ɔɸɔl̪ɔ hɔt̪e hɔbe
আমি চা খেতে পছন্দ করি,সিলেট আমি চা খাইতে বালা ফাই,ʃɔlho ɐmɪ cɐ kʰɐ͡ɪ̯t̪e bɐlɐ pʰɐ͡ɪ̯,ami t͡ɕa kʰet̪e pɔt͡ɕʰɔn̪d̪ɔ kɔri
তাের বইটা কি আমাকে দিতে পারিস? ,সিলেট তোর বই ওগু কিতা আমারে দিতে ফারবে নি?,ʃɔlhet t̪oɾ bo͡ɪ̯ ogu kɪt̪ɐ ɐmɐɾe d̪ɪt̪e pʰɐɾbe nɪ?,t̪aerɔ bita ki amake d̪it̪e paris̪ɔ? 
তােকে ধন্যবাদ এমন ভালাে একটি বইয়ের খোজ দেওয়ার জন্য,সিলেট তোরে ধন্যবাদ ওলা বালা একটা বই ওর খোঁজ আমারে দেওনের লাগি,ʃɔlhe t̪oɾe d̪ʱonnobɐd̪ olɐ bɐlɐ ɛktɐ bo͡ɪ̯ oɾ kʰõɟ ɐmɐɾe d̪e͡o̯neɾ lɐgɪ,t̪aeke d̪̤ɔn̪d͡zɔbad̪ɔ emɔn̪ɔ b̤al̪ae ekti bie̯erɔ kʰod͡ʑɔ d̪eoe̯arɔ d͡ʑɔn̪d͡zɔ
অসাধারণ একটি বই পড়েছি,সিলেট অসাধারণ একটা বই পড়লাম,ʃɔlhe ɔʃɐd̪ʱɐɾon ɛktɐ bo͡ɪ̯ pɔɽlɐm,os̪ad̪̤arɔnɔ ekti bi pɔɽet͡ɕʰi
এবারের ছুটিতে কক্সবাজার যাবো,সিলেট ওবার ওর বন্ধত কক্সবাজার যাইমু,ʃɔlhe obɐɾ oɾ bond̪ʱot̪o kɔksbɐzɐɾ zɐ͡ɪ̯mu,ebarerɔ t͡ɕʰutit̪e kɔks̪ɔbad͡ʑarɔ d͡zabo
আমি আমার গ্রামের বাড়ি যাব ঠিক করেছি ,সিলেট আমি আমার গ্রাম ওর বাড়ি যাইমু ঠিক করছি,ʃɔlhe ɐmɪ ɐmɐɾ gɾɐm oɾ bɐɽɪ ɟɐ͡ɪ̯mu tʰɪk koɾcʰɪ,ami amarɔ ɡɔramerɔ baɽi d͡zabɔ tʰikɔ kɔret͡ɕʰi 
গ্রামের প্রকৃতি অনেক সুন্দর,সিলেট গ্রাম ওর প্রকৃতি খুব সুন্দর,ʃɔlhe gɾɐm oɾ pɾokɾɪt̪ɪ kʰub ʃund̪ɔɾ,ɡɔramerɔ prɔkɽit̪i on̪ekɔ s̪un̪d̪ɔrɔ
নদীর দুপাড়ের মনোরম দৃশ্যে চোখ জুড়িয়ে যায় ,সিলেট নদীর দুই পাড় ওর সুন্দর দৃশ্যয় চউখ জুড়াই যায়,ʃɔlhe nod̪ɪɾ d̪u͡ɪ̯ pɐɽ oɾ ʃund̪ɔɾ d̪ɾɪʃʃɔe̯ cɔ͡u̯kʰ ɟuɽɐ͡ɪ̯ ɟɐe̯,n̪ɔd̪irɔ d̪upaɽerɔ mɔn̪orɔmɔ d̪ɽiɕd͡ze t͡ɕokʰɔ d͡ʑuɽie̯e d͡zae̯ɔ 
তোমার মূল্যবান বক্তব্যের জন্য তোমাকে অনেক ধন্যবাদ ,সিলেট তুমিতাইন ওর মূল্যবান বক্তব্যর লাগি ধন্যবাদ ,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n oɾ mullobɐn bokt̪obboɾ lɐgɪ d̪ʱonnobɐd̪ ,t̪omarɔ mul̪d͡zɔban̪ɔ bɔkt̪ɔbd͡zerɔ d͡ʑɔn̪d͡zɔ t̪omake on̪ekɔ d̪̤ɔn̪d͡zɔbad̪ɔ 
তোমাদের সকলের দোয়া চাই,সিলেট তোমরা হক্কল ওর দোয়া চাই,ʃɔlhe t̪omɾɐ hokkol oɾ d̪oʷɐ cɐ͡ɪ̯,t̪omad̪erɔ s̪ɔkɔl̪erɔ d̪oe̯a t͡ɕai
সময় যেন আজ আর কাটছেই না ,সিলেট আইজ লাগের আর সময় ওউ যাইরো না,ʃɔlhe ɐ͡ɪ̯ɟ lɐgeɾ ɐɾ ʃɔmɔe̯ o͡u̯ ɟɐ͡ɪ̯ɾo nɐ,s̪ɔme̯ɔ d͡zen̪ɔ ad͡ʑɔ arɔ katt͡ɕʰei n̪a 
ছোটোবেলা থেকেই আমার সাইকেল চালানোর অভ্যাস,সিলেট ছোট তনে ওউ আমার সাইকেল চালানির অভ্যাস,ʃɔlhet cʰoto t̪ɔne o͡u̯ ɐmɐɾ sɐ͡ɪ̯kel cɐlɐnɪɾ ɔbbʱɐʃ,t͡ɕʰotobel̪a t̪ʰekei amarɔ s̪aikel̪ɔ t͡ɕal̪an̪orɔ ob̤d͡zas̪
স্কুলেও সাইকেল চালিয়ে যেতাম মাঝে মাঝে ,সিলেট স্কুল-ও সাইকেল চালাইয়া যাইতাম মাঝে মধ্যে, ʃɔlhe skul-o sɐ͡ɪ̯kel cɐlɐ͡ɪ̯ʲɐ ɟɐ͡ɪ̯t̪ɐm mɐɟʱe mod̪d̪ʱe,s̪kul̪eo s̪aikel̪ɔ t͡ɕal̪ie̯e d͡zet̪amɔ mad͡ʑ̤e mad͡ʑ̤e 
ক্লাসে আজ কিছুতেই মন বসছে না ,সিলেট ক্লাস-ও আইজ কুন্তাত ওউ মন বইরো না,ʃɔlho klɐs-o ɐ͡ɪ̯ɟ kunt̪ɐt̪ o͡u̯ mon bo͡ɪ̯ɾo nɐ,kl̪as̪e ad͡ʑɔ kit͡ɕʰut̪ei mɔn̪ɔ bɔs̪ɔt͡ɕʰe n̪a 
ছয় ঋতুর দেশ বাংলাদেশ,সিলেট ছয়টা ঋতুর দেশ ওউ বাংলাদেশ ,ʃɔlhet cʰɔʲtɐ ɾɪt̪uɾ d̪eʃ o͡u̯ bɐŋlɐd̪eʃ ,t͡ɕʰe̯ɔ ɽit̪urɔ d̪eɕɔ baŋl̪ad̪eɕ
বিদ্যুৎবিহীন ঘরে মােমবাতি জ্বেলে বসে আছি,সিলেট কারেন্ট ছাড়া ঘরও মোমবাত্তি জ্বালাইয়া বই রইছি,ʃɔlhe kɐɾent cʰɐɽɐ gʱɔɾo mombɐt̪t̪ɪ ɟɐlɐ͡ɪ̯ʲɐ bo͡ɪ̯ ɾo͡ɪ̯cʰɪ,bid̪d͡zut̪bihin̪ɔ ̤ɡ̤ɔre maembat̪i d͡ʑbel̪e bɔs̪e at͡ɕʰi
তােমার বাসায় বিদ্যুৎ থাকতে পারে তাই এদিকে চলে এলাম,সিলেট তুমিতাইন ওর বাসাত কারেন্ট থাকতো ফারে ওতার লাগি ওবায় আই গেলাম,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n oɾ bɐʃɐt̪ kɐɾent t̪ʰɐkt̪o pʰɐɾe ot̪ɐɾ lɐgɪ obɐe̯ ɐ͡ɪ̯ gelɐm,t̪aemarɔ bas̪ae̯ɔ bid̪d͡zut̪ɔ t̪ʰakt̪e pare t̪ai ed̪ike t͡ɕɔl̪e el̪am
হঠাৎ করে বিদ্যুৎ চলে গেল,সিলেট আখতা করি কারেন্ট গেলো গি,ʃɔlhet ɐkʰt̪ɐ koɾɪ kɐɾent gelo gɪ,hɔtʰat̪ɔ kɔre bid̪d͡zut̪ɔ t͡ɕɔl̪e ɡel̪
আধুনিক সভ্যতাকে বিজ্ঞান উপহার দিয়েছে অনেক কিছু,সিলেট আধুনিক সভ্যতারে বিজ্ঞানে বউত্তাউ উপহার দিছে,ʃɔlhe ɐd̪ʱunɪk ʃɔbbʱot̪ɐɾe bɪggɐne bɔ͡u̯t̪t̪ɐ͡u̯ upohɐɾ d̪ɪcʰe,ad̪̤un̪ikɔ s̪ɔb̤d͡zɔt̪ake bid͡ʑnan̪ɔ upɔharɔ d̪ie̯et͡ɕʰe on̪ekɔ kit͡ɕʰu
কম্পিউটার আধুনিক বিজ্ঞান জগৎকে বিশেষভাবে সহজ করেছে,সিলেট কম্পিউটার আধুনিক বিজ্ঞান জগতরে বালাউ সহজ করছে,ʃɔlhe kɔmpɪ͡u̯tɐɾ ɐd̪ʱunɪk bɪggɐn ɟɔgot̪ɔɾe bɐlɐ͡u̯ ʃɔhoɟ koɾcʰe,kɔmpiutarɔ ad̪̤un̪ikɔ bid͡ʑnan̪ɔ d͡ʑɔɡɔt̪ɔke biɕeʂb̤abe s̪ɔhɔd͡ʑɔ kɔret͡ɕʰe
বাংলাদেশ গ্রামপ্রধান দেশ,সিলেট বাংলাদেশ ওইলো গ্রামপ্রধান দেশ,ʃɔlɔt bɐŋlɐd̪eʃ o͡ɪ̯lo gɾɐmpɾod̪ʱɐn d̪eʃ,baŋl̪ad̪eɕɔ ɡɔramɔprɔd̪̤an̪ɔ d̪eɕ
আমাদের গ্রামের জনসংখ্যা প্রায় চার হাজার,সিলেট আমরার গ্রাম ওর মাইনষের সংখ্যা ওইলো প্রায় চাইর হাজার,ʃɔlhe ɐmɾɐɾ gɾɐm oɾ mɐ͡ɪ̯nʃeɾ ʃɔŋkʰkʰɐ o͡ɪ̯lo pɾɐe̯ cɐ͡ɪ̯ɾ hɐɟɐɾ,amad̪erɔ ɡɔramerɔ d͡ʑɔn̪ɔs̪ɔŋkʰd͡za prae̯ɔ t͡ɕarɔ had͡ʑar
বিড়ালের প্রিয় খাদ্য দুধ,সিলেট বিলাই ওর প্রিয় খানি ওইলো দুধ,ʃɔlhe bɪlɐ͡ɪ̯ oɾ pɾɪʲo kʰɐnɪ o͡ɪ̯lo d̪ud̪ʱ,biɽal̪erɔ prie̯ɔ kʰad̪d͡zɔ d̪ud̪̤
বিড়াল খুব আরামপ্রিয় প্রাণী,সিলেট বিলাই বাক্কা আরামপ্রিয় প্রাণী ,ʃɔlhe bɪlɐ͡ɪ̯ bɐkkɐ ɐɾɐmpɾɪʲo pɾɐnɪ ,biɽal̪ɔ kʰubɔ aramɔprie̯ɔ prani
বাংলাদেশের জনসংখ্যার অর্ধেকই নারী,সিলেট বাংলাদেশ ওর মাইনষর আধাউ বেটিয়াইন,ʃɔlhe bɐŋlɐd̪eʃ oɾ mɐ͡ɪ̯nʃɔɾ ɐd̪ʱɐ͡u̯ betɪʲɐ͡ɪ̯n,baŋl̪ad̪eɕerɔ d͡ʑɔn̪ɔs̪ɔŋkʰd͡zarɔ ord̪̤eki n̪ari
পলিথিনের ব্যবহার মারাত্মক রোগের সৃষ্টি করতে পারে,সিলেট পলিথিন ওর ব্যবহার মারাত্মক অসুখ ওর সৃষ্টি করতো ফারে,ʃɔlhe pɔlɪt̪ʰɪn oɾ bɛbohɐɾ mɐɾɐt̪t̪ok ɔʃukʰ oɾ sɾɪʃtɪ koɾt̪o pʰɐɾe,pɔl̪it̪ʰin̪erɔ bd͡zɔbɔharɔ marat̪mɔkɔ roɡerɔ s̪ɽiʂti kɔrɔt̪e pare
ইলিশ আমার প্রিয় মাছ,সিলেট ইলিশ আমার সব তাকি বেশি বালা লাগা মাছ,ʃɔlhe ɪlɪʃ ɐmɐɾ ʃɔb t̪ɐkɪ beʃɪ bɐlɐ lɐgɐ mɐcʰ,il̪iɕɔ amarɔ prie̯ɔ mat͡ɕʰ
পদ্মার ইলিশ খেতে অনেক সুস্বাদু,সিলেট পদ্মার ইলিশ খাইতে বেশেবা মজা,ʃɔlɔt pɔd̪mɐɾ ɪlɪʃ kʰɐ͡ɪ̯t̪e beʃebɐ mɔɟɐ,pɔd̪marɔ il̪iɕɔ kʰet̪e on̪ekɔ s̪us̪bad̪u
